,userFollowerCount,userFollowingCount,userBiographyLength,userMediaCount,userHasProfilPic,userIsPrivate,usernameDigitCount,usernameLength,isFake,Follower_to_Following_ratio
480,540,604,0,16,1,1,0,16,0,0.8940397350993378
481,337,482,0,7,1,1,0,14,0,0.6991701244813278
482,625,703,48,34,1,1,0,8,0,0.8890469416785206
483,175,313,11,4,1,0,0,7,0,0.5591054313099042
484,358,315,26,33,1,1,0,6,0,1.1365079365079365
485,616,564,37,26,1,0,0,10,0,1.0921985815602837
486,600,719,50,181,1,1,0,12,0,0.8344923504867872
487,236,226,12,12,1,1,0,7,0,1.0442477876106195
488,325,335,0,50,1,1,0,14,0,0.9701492537313433
489,384,410,0,48,1,1,1,13,0,0.9365853658536586
490,256,308,8,6,1,1,0,17,0,0.8311688311688312
491,113,112,0,14,1,1,0,10,0,1.0089285714285714
492,81,142,0,8,1,1,2,7,0,0.5704225352112676
493,380,500,38,19,1,1,0,9,0,0.76
494,270,493,0,0,1,0,0,13,0,0.5476673427991886
495,427,981,20,95,1,1,2,13,0,0.4352701325178389
496,386,482,32,48,1,1,0,7,0,0.8008298755186722
497,65,67,79,116,1,0,0,8,0,0.9701492537313433
498,315,363,26,0,1,0,0,8,0,0.8677685950413223
499,69,100,0,5,1,1,0,9,0,0.69
500,339,476,56,33,1,1,0,8,0,0.7121848739495799
501,156,199,42,2,1,0,0,11,0,0.7839195979899497
502,288,304,45,5,1,1,0,11,0,0.9473684210526315
503,101,109,0,2,1,1,3,17,0,0.926605504587156
504,358,336,0,9,1,0,0,13,0,1.0654761904761905
505,467,519,13,16,1,1,0,17,0,0.8998073217726397
506,318,306,51,13,1,0,0,11,0,1.0392156862745099
507,352,575,6,88,1,1,0,13,0,0.6121739130434782
508,256,344,34,53,1,1,0,12,0,0.7441860465116279
509,228,320,17,20,1,1,0,11,0,0.7125
510,257,252,0,25,1,0,0,12,0,1.0198412698412698
511,240,492,78,12,1,1,0,13,0,0.4878048780487805
512,203,256,0,1,1,1,0,7,0,0.79296875
513,79,80,7,2,1,1,0,11,0,0.9875
514,431,463,21,42,1,1,0,10,0,0.9308855291576674
515,217,266,11,13,1,1,0,13,0,0.8157894736842105
516,423,523,0,114,1,1,0,11,0,0.8087954110898662
517,142,224,0,8,1,0,0,7,0,0.6339285714285714
518,432,410,25,26,1,1,0,10,0,1.053658536585366
519,310,357,23,44,1,1,0,10,0,0.8683473389355743
520,333,358,35,23,1,1,0,18,0,0.9301675977653632
521,202,201,0,21,1,1,0,9,0,1.0049751243781095
522,421,565,30,44,1,1,0,6,0,0.7451327433628319
523,449,481,34,45,1,1,2,10,0,0.9334719334719335
524,318,318,8,9,1,1,0,10,0,1.0
525,371,370,29,10,1,1,0,14,0,1.0027027027027027
526,262,265,19,22,1,1,0,11,0,0.9886792452830189
527,588,497,0,13,1,1,0,12,0,1.1830985915492958
528,636,632,16,111,1,0,0,5,0,1.0063291139240507
529,266,257,44,105,1,1,0,11,0,1.0350194552529184
530,204,126,0,393,1,0,0,14,0,1.619047619047619
531,514,573,19,216,1,0,2,15,0,0.8970331588132635
532,450,708,52,58,1,1,0,10,0,0.635593220338983
533,406,478,0,76,1,1,0,12,0,0.8493723849372385
534,397,371,0,298,1,1,0,6,0,1.0700808625336926
535,1078,179,0,131,1,0,2,15,0,6.022346368715084
536,523,396,30,52,1,1,0,11,0,1.3207070707070707
537,255,246,0,12,1,1,0,12,0,1.0365853658536586
538,87,95,24,11,1,1,0,17,0,0.9157894736842105
539,133,135,20,4,1,1,0,10,0,0.9851851851851852
540,197,267,13,8,1,1,0,12,0,0.7378277153558053
541,709,692,0,76,1,1,0,17,0,1.0245664739884393
542,296,291,0,26,1,1,0,14,0,1.0171821305841924
543,198,198,17,35,1,0,0,12,0,1.0
544,619,793,98,272,1,1,0,7,0,0.7805800756620429
545,174,172,0,1,1,1,0,10,0,1.0116279069767442
546,190,184,0,2,1,1,0,11,0,1.0326086956521738
547,198,233,0,28,1,1,0,15,0,0.8497854077253219
548,324,323,0,114,1,1,0,10,0,1.0030959752321982
549,251,257,0,24,1,1,0,15,0,0.9766536964980544
550,218,255,0,2,1,1,0,9,0,0.8549019607843137
551,224,287,0,51,1,1,0,13,0,0.7804878048780488
552,293,259,0,36,1,1,0,13,0,1.1312741312741312
553,155,359,73,71,1,1,0,8,0,0.43175487465181056
554,204,263,49,24,1,0,0,9,0,0.7756653992395437
555,512,365,67,12,1,1,2,12,0,1.4027397260273973
556,257,291,139,19,1,1,2,10,0,0.8831615120274914
557,213,245,0,31,1,1,0,12,0,0.8693877551020408
558,369,396,0,5,1,1,0,12,0,0.9318181818181818
559,309,323,0,96,1,1,0,11,0,0.9566563467492261
560,472,534,0,27,1,1,0,7,0,0.8838951310861424
561,202,340,0,28,1,1,0,11,0,0.5941176470588235
562,272,240,0,147,1,0,0,13,0,1.1333333333333333
563,303,341,20,12,1,1,0,13,0,0.8885630498533724
564,189,190,0,9,1,1,0,6,0,0.9947368421052631
565,455,449,18,32,1,1,0,12,0,1.0133630289532294
566,634,618,17,25,1,1,0,7,0,1.0258899676375404
567,541,516,134,84,1,0,0,8,0,1.0484496124031009
568,450,473,64,152,1,1,0,15,0,0.9513742071881607
569,143,237,0,3,1,0,0,12,0,0.6033755274261603
570,467,681,1,149,1,1,0,10,0,0.6857562408223201
571,1050,820,43,332,1,0,0,10,0,1.2804878048780488
572,194,278,0,3,1,1,1,11,0,0.697841726618705
573,55,31,0,1,1,0,0,8,0,1.7741935483870968
574,462,682,0,94,1,1,0,10,0,0.6774193548387096
575,455,603,0,79,1,1,0,11,0,0.7545605306799337
576,246,267,0,55,1,1,0,15,0,0.9213483146067416
577,116,214,0,5,1,1,0,11,0,0.5420560747663551
578,97,156,0,24,1,1,0,9,0,0.6217948717948718
579,1507,1198,35,175,1,1,0,13,0,1.2579298831385644
580,196,270,0,199,1,0,0,15,0,0.725925925925926
581,304,450,0,271,1,1,0,8,0,0.6755555555555556
582,488,546,14,25,1,1,0,9,0,0.8937728937728938
583,464,684,39,102,1,1,0,10,0,0.6783625730994152
584,894,874,1,414,1,1,2,11,0,1.022883295194508
585,871,841,78,161,1,0,0,12,0,1.0356718192627825
586,281,560,32,396,1,1,0,10,0,0.5017857142857143
587,1170,1355,0,491,1,1,0,14,0,0.8634686346863468
588,474,935,72,273,1,1,0,8,0,0.506951871657754
589,489,570,40,367,1,1,0,11,0,0.8578947368421053
590,604,674,0,65,1,1,0,11,0,0.8961424332344213
591,964,861,29,9,1,1,0,8,0,1.1196283391405342
592,359,386,0,397,1,1,0,15,0,0.9300518134715026
593,523,782,9,471,1,1,0,5,0,0.6687979539641944
594,615,1187,1,984,1,1,0,13,0,0.5181128896377422
595,894,720,41,80,1,0,0,11,0,1.2416666666666667
596,420,457,21,127,1,0,0,10,0,0.9190371991247265
597,495,491,40,12,1,1,2,11,0,1.0081466395112015
598,557,703,0,60,1,0,0,11,0,0.7923186344238976
599,403,449,8,204,1,1,0,12,0,0.8975501113585747
600,450,579,103,67,1,1,0,9,0,0.7772020725388601
601,242,273,0,206,1,1,0,13,0,0.8864468864468864
602,381,1319,144,102,1,1,0,11,0,0.288855193328279
603,736,662,0,312,1,0,0,7,0,1.1117824773413898
604,625,977,13,7,1,1,0,11,0,0.6397134083930399
605,372,362,36,13,1,1,0,7,0,1.0276243093922652
606,550,555,133,234,1,1,0,16,0,0.990990990990991
607,150,184,0,79,1,0,0,6,0,0.8152173913043478
608,407,464,70,579,1,1,0,7,0,0.8771551724137931
609,1017,1201,0,263,1,0,0,14,0,0.8467943380516236
610,148,426,0,22,1,1,0,8,0,0.3474178403755869
611,1209,1093,38,289,1,0,0,8,0,1.1061299176578225
612,382,691,0,300,1,1,0,6,0,0.552821997105644
613,520,604,15,732,1,0,0,9,0,0.8609271523178808
614,1002,1089,0,582,1,1,0,10,0,0.9201101928374655
615,305,386,24,166,1,1,0,9,0,0.7901554404145078
616,619,937,0,16,1,1,0,10,0,0.6606189967982924
617,619,750,24,38,1,1,0,9,0,0.8253333333333334
618,719,607,45,69,1,1,0,11,0,1.1845140032948929
619,108,125,1,16,1,1,0,13,0,0.864
620,343,388,0,67,1,1,0,5,0,0.884020618556701
621,323,405,0,69,1,1,0,10,0,0.7975308641975308
622,1020,1048,101,126,1,0,0,8,0,0.9732824427480916
623,982,979,0,266,1,0,0,13,0,1.003064351378958
624,416,460,0,104,1,1,0,10,0,0.9043478260869565
625,511,916,0,134,1,1,0,12,0,0.5578602620087336
626,511,563,32,16,1,0,0,15,0,0.9076376554174067
627,403,490,0,38,1,1,0,12,0,0.8224489795918367
628,319,429,0,68,1,1,0,7,0,0.7435897435897436
629,213,406,0,169,1,1,0,6,0,0.5246305418719212
630,199,228,0,12,1,1,0,8,0,0.8728070175438597
631,211,255,23,27,1,1,4,10,0,0.8274509803921568
632,214,208,0,9,1,1,0,12,0,1.0288461538461537
633,875,878,4,15,1,1,0,13,0,0.9965831435079726
634,907,927,64,36,1,1,0,14,0,0.9784250269687162
635,299,540,0,112,1,1,0,12,0,0.5537037037037037
636,625,921,0,91,1,1,0,7,0,0.6786102062975027
637,238,410,11,44,1,1,0,10,0,0.5804878048780487
638,167,294,0,37,1,1,0,14,0,0.5680272108843537
639,509,690,0,15,1,1,0,10,0,0.7376811594202899
640,210,238,0,1,1,0,0,10,0,0.8823529411764706
641,366,377,8,373,1,1,0,9,0,0.9708222811671088
642,475,551,0,93,1,1,0,11,0,0.8620689655172413
643,330,272,14,103,1,1,0,10,0,1.213235294117647
644,362,373,0,19,1,0,0,10,0,0.9705093833780161
645,248,289,22,21,1,1,0,10,0,0.8581314878892734
646,379,531,27,52,1,1,0,11,0,0.7137476459510358
647,431,688,0,15,1,1,0,9,0,0.626453488372093
648,609,719,89,37,1,0,0,11,0,0.847009735744089
649,548,480,0,98,1,1,0,7,0,1.1416666666666666
650,428,413,16,314,1,1,0,12,0,1.036319612590799
651,361,1066,0,308,1,1,0,12,0,0.33864915572232646
652,775,691,25,26,1,1,0,6,0,1.1215629522431259
653,543,1020,41,179,1,1,0,14,0,0.5323529411764706
654,383,419,4,5,1,1,0,11,0,0.9140811455847255
655,103,143,0,20,1,1,1,11,0,0.7202797202797203
656,367,361,0,98,1,1,0,9,0,1.0166204986149585
657,321,295,18,99,1,1,0,11,0,1.088135593220339
658,146,134,31,36,1,1,0,10,0,1.0895522388059702
659,219,337,0,0,1,1,1,7,0,0.6498516320474778
660,302,362,1,54,1,1,0,13,0,0.8342541436464088
661,379,484,0,130,1,1,0,10,0,0.7830578512396694
662,468,504,0,26,1,1,0,9,0,0.9285714285714286
663,645,694,0,69,1,1,0,12,0,0.9293948126801153
664,251,321,48,42,1,1,0,12,0,0.7819314641744548
665,276,352,0,69,1,1,0,8,0,0.7840909090909091
666,302,307,7,80,1,1,0,15,0,0.9837133550488599
667,357,593,0,20,1,1,0,9,0,0.6020236087689713
668,251,292,0,3,1,1,0,9,0,0.8595890410958904
669,824,962,23,5,1,0,0,14,0,0.8565488565488566
670,549,545,0,100,1,1,0,11,0,1.0073394495412844
671,552,639,1,184,1,1,0,10,0,0.863849765258216
672,409,407,25,164,1,1,0,12,0,1.0049140049140048
673,362,332,0,38,1,0,0,14,0,1.0903614457831325
674,374,449,0,26,1,1,0,12,0,0.8329621380846325
675,601,509,33,223,1,1,0,10,0,1.180746561886051
676,723,649,18,62,1,0,0,8,0,1.1140215716486903
677,473,531,24,19,1,1,0,10,0,0.8907721280602636
678,536,669,21,30,1,1,2,8,0,0.8011958146487295
679,404,458,0,240,1,1,0,10,0,0.8820960698689956
680,516,764,0,217,1,1,0,10,0,0.675392670157068
681,406,392,0,142,1,0,0,6,0,1.0357142857142858
682,400,835,0,44,1,1,0,9,0,0.47904191616766467
683,1933,995,0,107,1,1,0,11,0,1.942713567839196
684,500,667,0,150,1,1,0,11,0,0.7496251874062968
685,447,749,0,185,1,1,0,14,0,0.5967957276368492
686,439,910,1,517,1,1,0,10,0,0.4824175824175824
687,1054,1538,25,445,1,0,0,6,0,0.6853055916775033
688,208,571,0,11,1,0,0,8,0,0.36427320490367776
689,349,806,125,66,1,1,0,10,0,0.43300248138957814
690,427,594,7,37,1,1,0,9,0,0.7188552188552189
691,323,505,0,0,1,1,1,13,0,0.6396039603960396
692,341,440,51,9,1,1,0,14,0,0.775
693,104,120,0,12,1,1,0,9,0,0.8666666666666667
694,272,302,31,1,1,1,0,7,0,0.9006622516556292
695,170,181,18,15,1,1,0,14,0,0.9392265193370166
696,381,515,43,67,1,1,0,12,0,0.7398058252427184
697,196,224,0,0,1,0,0,10,0,0.875
698,141,96,91,9,1,0,0,9,0,1.46875
699,273,392,0,5,1,1,0,11,0,0.6964285714285714
700,1221,999,0,30,1,1,0,13,0,1.2222222222222223
701,402,478,56,22,1,1,0,14,0,0.8410041841004184
702,260,390,0,37,1,1,0,11,0,0.6666666666666666
703,180,224,0,3,1,1,2,8,0,0.8035714285714286
704,137,1096,0,5,1,0,0,12,0,0.125
705,43,48,0,13,1,1,4,10,0,0.8958333333333334
706,404,408,27,102,1,1,0,7,0,0.9901960784313726
707,719,1107,0,227,1,1,0,13,0,0.6495031616982837
708,771,1743,96,118,1,1,0,15,0,0.4423407917383821
709,271,771,30,81,1,1,0,9,0,0.35149156939040205
710,124,115,0,143,1,0,0,6,0,1.0782608695652174
711,102,264,0,11,1,1,0,12,0,0.38636363636363635
712,109,154,0,0,1,1,0,14,0,0.7077922077922078
713,422,466,25,27,1,1,0,12,0,0.9055793991416309
714,544,371,24,5,1,1,2,9,0,1.4663072776280324
715,284,315,0,23,1,1,0,7,0,0.9015873015873016
716,1083,1066,46,469,1,0,0,9,0,1.0159474671669793
717,647,454,0,6,1,1,0,6,0,1.4251101321585904
718,172,141,0,62,1,0,0,9,0,1.2198581560283688
719,255,308,0,80,1,1,0,11,0,0.827922077922078
720,718,917,84,86,1,1,2,12,0,0.7829880043620502
721,120,135,14,46,1,0,0,13,0,0.8888888888888888
722,531,480,0,13,1,0,0,12,0,1.10625
723,136,162,103,2,1,1,2,8,0,0.8395061728395061
724,661,628,63,29,1,1,0,8,0,1.052547770700637
725,70,90,0,0,1,1,4,9,0,0.7777777777777778
726,1562,1213,0,98,1,1,0,14,0,1.2877164056059356
727,1483,1498,28,770,1,1,0,11,0,0.9899866488651535
728,1087,922,133,284,1,0,0,10,0,1.1789587852494576
729,911,561,29,211,1,0,0,13,0,1.623885918003565
730,1257,857,14,228,1,0,0,11,0,1.4667444574095683
731,433,490,0,12,1,1,0,11,0,0.8836734693877552
732,267,319,19,15,1,1,0,16,0,0.8369905956112853
733,163,109,0,36,1,1,2,12,0,1.4954128440366972
734,196,207,0,27,1,1,0,7,0,0.9468599033816425
735,260,296,10,2,1,0,0,7,0,0.8783783783783784
736,192,145,0,37,1,1,0,10,0,1.3241379310344827
737,187,191,24,45,1,0,0,15,0,0.9790575916230366
738,579,504,27,35,1,1,0,11,0,1.1488095238095237
739,442,719,0,96,1,0,2,7,0,0.6147426981919333
740,5,4,0,0,1,0,2,13,0,1.25
741,309,827,0,203,1,1,0,9,0,0.373639661426844
742,189,332,0,5,1,1,0,16,0,0.5692771084337349
743,522,493,0,43,1,1,0,11,0,1.0588235294117647
744,43,30,0,15,1,1,2,6,0,1.4333333333333333
745,59,89,0,0,1,0,2,12,0,0.6629213483146067
746,168,10,0,0,1,0,0,5,0,16.8
747,213,274,0,1,1,1,0,13,0,0.7773722627737226
748,56,153,28,36,1,1,3,13,0,0.3660130718954248
749,294,307,0,22,1,1,2,11,0,0.9576547231270358
750,290,656,0,50,1,1,0,11,0,0.4420731707317073
751,488,1071,0,53,1,1,0,7,0,0.4556489262371615
752,384,455,0,31,1,0,2,6,0,0.843956043956044
753,390,520,38,78,1,1,0,10,0,0.75
754,1342,712,24,112,1,0,0,12,0,1.8848314606741574
755,486,651,18,227,1,1,0,7,0,0.7465437788018433
756,94,123,0,0,0,1,0,12,0,0.7642276422764228
757,603,496,57,100,1,1,0,13,0,1.215725806451613
758,445,449,0,60,1,0,0,16,0,0.9910913140311804
759,260,161,0,2,1,1,0,10,0,1.6149068322981366
760,484,412,13,59,1,1,0,8,0,1.174757281553398
761,461,700,0,475,1,1,0,7,0,0.6585714285714286
762,248,197,71,27,1,1,0,11,0,1.2588832487309645
763,296,495,0,49,1,1,0,12,0,0.597979797979798
764,200,304,0,82,1,1,0,8,0,0.6578947368421053
765,511,873,1,502,1,1,0,11,0,0.5853379152348225
766,728,307,0,50,1,0,0,5,0,2.3713355048859937
767,969,944,124,118,1,0,0,12,0,1.0264830508474576
768,225,307,0,74,1,1,0,8,0,0.7328990228013029
769,237,492,0,21,1,1,4,10,0,0.4817073170731707
770,115,160,54,61,1,1,0,9,0,0.71875
771,5,13,0,1,1,1,4,16,0,0.38461538461538464
772,284,289,8,31,1,1,0,10,0,0.9826989619377162
773,207,225,24,6,1,1,0,10,0,0.92
774,106,147,0,1,1,1,0,11,0,0.7210884353741497
775,220,367,0,10,1,1,0,12,0,0.5994550408719346
776,39,43,11,0,1,1,4,10,0,0.9069767441860465
777,311,412,0,3,0,1,0,13,0,0.7548543689320388
778,372,374,0,46,1,1,0,14,0,0.9946524064171123
779,42,8,0,1,1,0,0,15,0,5.25
780,368,459,30,65,1,1,0,7,0,0.8017429193899782
781,566,585,0,13,1,1,0,7,0,0.9675213675213675
782,615,830,42,108,1,1,0,15,0,0.7409638554216867
783,174,26,52,12,1,1,0,11,0,6.6923076923076925
784,847,958,0,209,1,1,0,14,0,0.884133611691023
785,1121,1118,150,615,1,1,0,10,0,1.0026833631484795
786,245,208,4,2,1,1,2,12,0,1.1778846153846154
787,374,445,0,104,1,1,0,7,0,0.8404494382022472
788,505,498,0,64,1,0,0,9,0,1.0140562248995983
789,341,1049,33,176,1,1,0,8,0,0.32507149666348906
790,433,543,1,288,1,1,0,12,0,0.7974217311233885
791,499,758,0,23,1,1,2,13,0,0.658311345646438
792,310,349,0,25,1,1,0,14,0,0.8882521489971347
793,330,422,40,799,1,1,0,11,0,0.7819905213270142
794,527,659,24,109,1,0,0,10,0,0.7996965098634294
795,79,90,0,0,1,1,0,7,0,0.8777777777777778
796,456,653,1,170,1,1,0,9,0,0.6983154670750383
797,319,378,48,41,1,1,0,13,0,0.843915343915344
798,169,39,0,4,1,0,0,11,0,4.333333333333333
799,403,470,23,47,1,1,0,10,0,0.8574468085106383
800,550,485,31,84,1,1,0,11,0,1.134020618556701
801,972,732,5,113,1,1,0,13,0,1.3278688524590163
802,161,168,0,59,1,1,0,8,0,0.9583333333333334
803,584,669,42,31,1,0,0,10,0,0.8729446935724963
804,433,453,0,52,1,1,0,10,0,0.9558498896247241
805,512,522,56,88,1,1,0,10,0,0.9808429118773946
806,547,790,0,17,1,0,0,8,0,0.6924050632911393
807,402,343,98,1058,1,1,0,10,0,1.1720116618075802
808,1801,1029,0,123,1,0,0,8,0,1.750242954324587
809,322,365,50,122,1,1,0,6,0,0.8821917808219178
810,1031,719,12,99,1,0,0,13,0,1.4339360222531294
811,846,743,22,38,1,0,0,12,0,1.1386271870794078
812,460,380,5,67,1,1,0,12,0,1.2105263157894737
813,412,414,12,15,1,1,1,12,0,0.9951690821256038
814,354,455,0,19,1,1,0,12,0,0.778021978021978
815,508,504,9,74,1,1,0,5,0,1.007936507936508
816,409,927,6,32,1,1,0,7,0,0.4412081984897519
817,228,806,13,0,1,1,0,13,0,0.28287841191067
818,174,172,0,1,1,1,0,10,0,1.0116279069767442
819,769,1115,25,92,1,0,0,10,0,0.6896860986547085
820,559,674,0,13,1,1,0,14,0,0.8293768545994066
821,382,346,23,38,1,1,0,7,0,1.1040462427745665
822,338,334,19,30,1,1,0,13,0,1.0119760479041917
823,345,362,0,56,1,1,0,11,0,0.9530386740331491
824,419,411,33,38,1,1,0,13,0,1.0194647201946472
825,476,462,9,75,1,1,0,13,0,1.0303030303030303
826,348,338,15,15,1,1,0,6,0,1.029585798816568
827,582,623,0,36,1,1,0,14,0,0.9341894060995185
828,479,547,59,80,1,1,0,10,0,0.8756855575868373
829,352,333,14,38,1,1,0,11,0,1.057057057057057
830,581,544,6,58,1,1,0,11,0,1.068014705882353
831,560,500,39,49,1,1,0,9,0,1.12
832,525,1017,10,41,1,1,0,13,0,0.5162241887905604
833,452,481,0,82,1,1,0,6,0,0.9397089397089398
834,713,636,3,118,1,1,0,13,0,1.121069182389937
835,270,280,34,52,1,1,0,11,0,0.9642857142857143
836,423,424,40,169,1,1,0,12,0,0.9976415094339622
837,630,641,1,93,1,1,0,17,0,0.982839313572543
838,893,902,30,87,1,1,0,14,0,0.9900221729490022
839,499,617,14,56,1,1,0,12,0,0.8087520259319287
840,440,540,16,48,1,1,0,6,0,0.8148148148148148
841,300,442,0,36,1,1,0,12,0,0.6787330316742082
842,294,386,8,15,1,1,2,14,0,0.7616580310880829
843,428,385,50,18,1,1,0,14,0,1.1116883116883116
844,480,481,0,72,1,1,0,11,0,0.997920997920998
845,726,582,0,17,1,0,0,16,0,1.2474226804123711
846,924,832,26,596,1,1,0,9,0,1.1105769230769231
847,631,645,22,56,1,1,0,8,0,0.9782945736434109
848,254,352,22,94,1,1,0,15,0,0.7215909090909091
849,406,478,0,76,1,1,0,12,0,0.8493723849372385
850,842,797,0,99,1,1,0,13,0,1.056461731493099
851,647,542,21,36,1,1,0,14,0,1.1937269372693726
852,513,442,0,50,1,1,0,14,0,1.160633484162896
853,338,367,2,37,1,1,0,13,0,0.9209809264305178
854,619,793,98,272,1,1,0,7,0,0.7805800756620429
855,938,1194,66,27,1,1,0,14,0,0.7855946398659966
856,293,235,0,103,1,1,0,12,0,1.2468085106382978
857,564,538,0,71,1,1,0,13,0,1.0483271375464684
858,727,729,0,31,1,1,0,11,0,0.9972565157750343
859,314,187,102,200,1,0,0,11,0,1.679144385026738
860,651,643,39,171,1,1,0,15,0,1.0124416796267497
861,507,582,34,99,1,1,0,11,0,0.8711340206185567
862,632,664,14,31,1,1,0,10,0,0.9518072289156626
863,521,491,10,69,1,1,0,14,0,1.0610997963340123
864,468,456,41,12,1,1,0,6,0,1.0263157894736843
865,530,597,53,71,1,1,0,8,0,0.8877721943048577
866,339,331,48,4,1,1,0,12,0,1.0241691842900302
867,377,387,0,33,1,1,0,13,0,0.9741602067183462
868,414,496,0,60,1,1,0,10,0,0.8346774193548387
869,427,548,72,54,1,1,0,11,0,0.7791970802919708
870,536,447,33,79,1,1,0,9,0,1.1991051454138701
871,481,555,8,29,1,1,0,11,0,0.8666666666666667
872,492,724,0,71,1,1,0,14,0,0.6795580110497238
873,257,291,139,19,1,1,2,10,0,0.8831615120274914
874,582,658,0,80,1,1,0,11,0,0.8844984802431611
875,347,381,6,66,1,1,0,9,0,0.910761154855643
876,298,298,22,25,1,1,0,12,0,1.0
877,322,411,23,12,1,1,0,11,0,0.7834549878345499
878,183,189,6,11,1,1,0,5,0,0.9682539682539683
879,324,323,0,114,1,1,0,10,0,1.0030959752321982
880,176,256,0,1,1,1,0,12,0,0.6875
881,2572,693,3,8,1,0,0,11,0,3.7113997113997113
882,3087,526,132,32,1,0,0,22,0,5.8688212927756656
883,4492,2210,130,184,1,0,0,15,0,2.032579185520362
884,2082,2197,94,875,1,0,0,7,0,0.9476558944014565
885,1011,262,100,132,1,0,0,17,0,3.8587786259541983
886,37,413,49,5,1,0,0,9,0,0.08958837772397095
887,521,2397,118,9,1,0,2,17,0,0.21735502711722987
888,16,57,26,4,1,1,2,14,0,0.2807017543859649
889,222,440,105,5,1,0,3,14,0,0.5045454545454545
890,44,3787,0,1,0,0,0,13,0,0.011618695537364668
891,2253,5022,0,172,1,0,7,15,0,0.4486260454002389
892,444,604,111,3,1,0,4,16,0,0.7350993377483444
893,360,2288,0,228,1,0,0,12,0,0.15734265734265734
894,142,289,0,7,1,0,0,12,0,0.4913494809688581
895,114,248,0,49,1,0,0,14,0,0.4596774193548387
896,340,536,0,4,1,0,4,15,0,0.6343283582089553
897,280,691,7,8,1,0,0,16,0,0.40520984081041966
898,93,139,0,3,1,0,0,12,0,0.6690647482014388
899,58,170,12,20,1,0,0,9,0,0.3411764705882353
900,247,963,78,30,1,0,0,10,0,0.2564901349948079
901,281,1342,60,327,1,0,5,9,0,0.20938897168405365
902,1173,1431,15,3,1,0,0,10,0,0.8197064989517819
903,158,303,51,2,1,0,2,11,0,0.5214521452145214
904,70,808,0,6,1,0,1,9,0,0.08663366336633663
905,1266,678,50,1,1,0,0,13,0,1.8672566371681416
906,197,131,3,1,0,0,0,12,0,1.5038167938931297
907,498,148,12,2,1,0,4,12,0,3.364864864864865
908,1705,578,25,6,1,0,2,14,0,2.949826989619377
909,449,1151,0,84,0,1,0,9,0,0.39009556907037357
910,1022,5252,140,2,1,0,3,10,0,0.19459253617669459
911,1,15,0,0,1,1,0,10,0,0.06666666666666667
912,611,514,94,36,1,0,0,12,0,1.188715953307393
913,23,140,57,0,1,0,0,10,0,0.16428571428571428
914,804,2553,0,25,1,0,5,18,0,0.31492361927144535
915,291,84,68,5,1,0,1,11,0,3.4642857142857144
916,77,42,16,5,1,0,0,16,0,1.8333333333333333
917,433,409,31,3,1,0,0,12,0,1.058679706601467
918,199,61,73,1,1,0,0,12,0,3.262295081967213
919,322,257,0,3,1,0,0,12,0,1.2529182879377432
920,183,155,0,1,1,0,0,10,0,1.1806451612903226
921,152,966,0,6,1,0,0,9,0,0.15734989648033126
922,149,822,83,6,1,0,0,13,0,0.18126520681265207
923,247,316,108,3,1,0,0,9,0,0.7816455696202531
924,694,3255,84,8,1,0,2,15,0,0.21321044546850998
925,287,1459,10,8,1,0,4,13,0,0.19671007539410554
926,801,4536,82,9,1,0,3,15,0,0.1765873015873016
927,21,586,54,3,1,0,0,12,0,0.03583617747440273
928,12,202,135,2,1,0,0,12,0,0.0594059405940594
929,125,691,15,3,1,0,3,14,0,0.1808972503617945
930,25,765,70,2,1,0,0,16,0,0.032679738562091505
931,116,1265,75,3,1,0,0,18,0,0.091699604743083
932,140,288,0,5,1,0,0,13,0,0.4861111111111111
933,47,61,57,7,1,0,0,15,0,0.7704918032786885
934,89,112,0,3,1,1,2,12,0,0.7946428571428571
935,12,28,0,1,1,1,4,14,0,0.42857142857142855
936,338,435,0,7,1,1,0,10,0,0.7770114942528735
937,875,1027,24,2,1,0,0,17,0,0.8519961051606622
938,359,586,48,8,1,1,0,12,0,0.6126279863481229
939,353,733,32,5,1,1,0,7,0,0.4815825375170532
940,49,326,0,7,1,0,0,14,0,0.15030674846625766
941,47,124,0,3,1,1,0,13,0,0.3790322580645161
942,40,118,3,4,0,0,0,13,0,0.3389830508474576
943,282,377,37,9,1,1,0,12,0,0.7480106100795756
944,160,304,0,5,1,1,0,10,0,0.5263157894736842
945,605,525,54,6,1,0,0,9,0,1.1523809523809523
946,816,646,130,9,1,0,1,15,0,1.263157894736842
947,288,365,8,4,1,1,0,14,0,0.7890410958904109
948,239,416,27,8,1,1,0,14,0,0.5745192307692307
949,153,253,0,8,1,1,0,12,0,0.6047430830039525
950,21,63,0,1,1,0,4,14,0,0.3333333333333333
951,41,93,0,1,1,1,0,9,0,0.44086021505376344
952,32,48,0,4,1,0,0,17,0,0.6666666666666666
953,13,73,56,8,1,1,0,12,0,0.1780821917808219
954,30,347,149,1,1,0,2,9,0,0.08645533141210375
955,443,1821,0,8,1,0,0,14,0,0.24327292696320704
956,517,1693,67,6,1,0,4,12,0,0.30537507383343176
957,144,651,0,8,1,1,0,11,0,0.22119815668202766
958,98,937,0,8,1,0,0,15,0,0.10458911419423693
959,177,237,0,9,1,1,2,12,0,0.7468354430379747
960,295,378,27,1,1,1,1,13,0,0.7804232804232805
961,156,165,0,8,1,0,0,16,0,0.9454545454545454
